ResponseID,BranchNum,Date_of_Survey,Time_of_Survey,SurveyQuestion1,SurveyQuestion2
1948,9,11/7/2019 0:00,7:53:00 PM,4,4
1949,32,11/7/2019 0:00,5:03:00 AM,5,5
1950,13,11/7/2019 0:00,5:13:00 AM,4,4
1951,31,11/7/2019 0:00,7:49:00 AM,5,5
1952,40,11/7/2019 0:00,8:06:00 AM,4,4
1953,9,11/6/2019 0:00,5:06:00 PM,5,5
1954,9,11/6/2019 0:00,7:44:00 PM,4,4
1955,31,11/6/2019 0:00,5:35:00 AM,5,4
1956,38,11/6/2019 0:00,7:17:00 AM,5,5
1957,4,11/6/2019 0:00,7:19:00 AM,5,5
1958,40,11/6/2019 0:00,8:06:00 AM,5,5
1959,9,11/6/2019 0:00,8:07:00 AM,5,5
1960,25,11/6/2019 0:00,8:25:00 AM,5,5
1961,22,11/6/2019 0:00,9:39:00 AM,5,5
1962,8,11/6/2019 0:00,10:55:00 AM,1,1
1963,2,11/6/2019 0:00,12:55:00 PM,5,5
1964,31,11/6/2019 0:00,2:30:00 PM,4,5
1965,2,11/6/2019 0:00,2:37:00 PM,5,5
1966,22,11/6/2019 0:00,2:57:00 PM,5,5
1967,17,11/5/2019 0:00,1:21:00 AM,4,5
1968,23,11/5/2019 0:00,5:42:00 AM,5,5
1969,22,11/5/2019 0:00,6:43:00 AM,5,5
1970,25,11/5/2019 0:00,7:02:00 AM,5,5
1971,23,11/5/2019 0:00,7:03:00 AM,5,5
1972,2,11/5/2019 0:00,8:17:00 AM,5,5
1973,40,11/5/2019 0:00,8:21:00 AM,5,5
1974,43,11/5/2019 0:00,8:28:00 AM,5,5
1975,11,11/5/2019 0:00,11:39:00 AM,3,4
1976,31,11/5/2019 0:00,12:12:00 PM,4,3
1977,37,11/5/2019 0:00,12:41:00 PM,5,5
1978,2,11/5/2019 0:00,3:49:00 PM,5,5
1979,25,11/5/2019 0:00,4:29:00 PM,4,4
1980,5,11/5/2019 0:00,5:30:00 PM,5,5
1981,25,11/5/2019 0:00,9:12:00 PM,5,5
1982,40,11/4/2019 0:00,8:53:00 AM,5,5
1983,23,11/4/2019 0:00,9:07:00 AM,5,5
1984,23,11/4/2019 0:00,11:01:00 AM,4,4
1985,19,11/4/2019 0:00,12:21:00 PM,5,5
1986,23,11/4/2019 0:00,1:55:00 PM,5,5
1987,35,11/4/2019 0:00,8:29:00 PM,5,5
1988,10,11/4/2019 0:00,9:38:00 PM,5,5
1989,32,11/4/2019 0:00,6:36:00 AM,5,5
1990,9,11/4/2019 0:00,6:54:00 AM,5,5
1991,25,11/4/2019 0:00,7:01:00 AM,5,5
1992,9,11/4/2019 0:00,8:16:00 AM,5,5
1993,9,11/3/2019 0:00,4:47:00 AM,5,5
1994,18,11/3/2019 0:00,6:56:00 AM,4,4
1995,25,11/3/2019 0:00,8:35:00 AM,5,5
1996,19,11/3/2019 0:00,8:58:00 AM,5,5
1997,25,11/3/2019 0:00,10:10:00 AM,5,5
1998,43,11/3/2019 0:00,2:12:00 PM,5,5
1999,2,11/3/2019 0:00,5:56:00 PM,5,5
2000,26,11/2/2019 0:00,2:19:00 PM,5,4
2001,30,11/2/2019 0:00,4:30:00 PM,5,5
2002,31,11/2/2019 0:00,5:21:00 PM,5,5
2003,9,11/1/2019 0:00,7:02:00 AM,3,4
2004,32,11/1/2019 0:00,7:17:00 AM,5,5
2005,6,11/1/2019 0:00,9:00:00 AM,4,5
2006,19,11/1/2019 0:00,12:00:00 PM,4,4
2007,21,10/31/2019 0:00,3:43:00 AM,5,5
2008,31,10/31/2019 0:00,4:48:00 AM,5,5
2009,9,10/31/2019 0:00,6:55:00 AM,5,5
2010,40,10/31/2019 0:00,8:22:00 AM,5,5
2011,10,10/31/2019 0:00,8:21:00 AM,4,4
2012,37,10/31/2019 0:00,9:49:00 AM,5,5
2013,10,10/31/2019 0:00,2:35:00 PM,5,5
2014,3,10/30/2019 0:00,2:31:00 AM,5,5
2015,13,10/30/2019 0:00,6:09:00 AM,5,5
2016,2,10/30/2019 0:00,7:33:00 AM,5,4
2017,31,10/30/2019 0:00,7:45:00 AM,4,5
2018,29,10/30/2019 0:00,8:51:00 AM,3,3
2019,20,10/30/2019 0:00,7:24:00 PM,4,4
2020,31,10/29/2019 0:00,12:31:00 PM,4,4
2021,43,10/29/2019 0:00,2:25:00 PM,5,5
2022,9,10/29/2019 0:00,3:57:00 PM,5,5
2023,13,10/29/2019 0:00,4:02:00 PM,5,5
2024,19,10/29/2019 0:00,3:45:00 PM,5,5
2025,26,10/29/2019 0:00,4:23:00 PM,3,3
2026,38,10/29/2019 0:00,4:39:00 PM,4,4
2027,25,10/29/2019 0:00,5:02:00 PM,5,5
2028,2,10/29/2019 0:00,5:22:00 PM,5,5
2029,4,10/29/2019 0:00,8:23:00 PM,5,5
2030,10,10/29/2019 0:00,8:13:00 PM,4,4
2031,19,10/29/2019 0:00,9:35:00 PM,5,5
2032,25,10/29/2019 0:00,8:44:00 AM,5,5
2033,9,10/29/2019 0:00,9:40:00 AM,4,4
2034,25,10/29/2019 0:00,10:13:00 AM,4,4
2035,23,10/29/2019 0:00,11:33:00 AM,5,5
2036,40,10/28/2019 0:00,3:12:00 PM,4,4
2037,25,10/28/2019 0:00,3:55:00 PM,5,5
2038,19,10/28/2019 0:00,5:00:00 PM,5,5
2039,32,10/28/2019 0:00,6:08:00 AM,5,5
2040,9,10/28/2019 0:00,7:15:00 AM,3,3
2041,40,10/28/2019 0:00,9:14:00 AM,5,5
2042,22,10/27/2019 0:00,12:26:00 AM,5,5
2043,31,10/27/2019 0:00,2:51:00 AM,5,5
2044,22,10/27/2019 0:00,5:32:00 AM,4,4
2045,19,10/27/2019 0:00,8:14:00 AM,5,5
2046,8,10/27/2019 0:00,11:04:00 AM,5,5
2047,18,10/27/2019 0:00,6:54:00 PM,5,5
2048,29,10/27/2019 0:00,7:26:00 PM,4,4
2049,23,10/27/2019 0:00,7:42:00 PM,5,5
2050,13,10/26/2019 0:00,5:46:00 AM,5,5
2051,23,10/26/2019 0:00,6:13:00 AM,5,4
2052,1,10/26/2019 0:00,6:28:00 AM,5,5
2053,40,10/26/2019 0:00,6:44:00 AM,5,5
2054,15,10/26/2019 0:00,8:13:00 AM,4,5
2055,20,10/26/2019 0:00,8:25:00 AM,5,5
2056,32,10/26/2019 0:00,8:40:00 AM,5,5
2057,22,10/26/2019 0:00,10:40:00 AM,4,4
2058,31,10/26/2019 0:00,12:08:00 PM,5,5
2059,40,10/26/2019 0:00,5:02:00 PM,5,5
2060,8,10/25/2019 0:00,8:19:00 AM,5,5
2061,2,10/25/2019 0:00,8:42:00 AM,3,5
2062,6,10/25/2019 0:00,10:06:00 AM,4,5
2063,43,10/25/2019 0:00,10:47:00 AM,5,5
2064,9,10/25/2019 0:00,2:49:00 PM,4,4
2065,28,10/25/2019 0:00,9:48:00 PM,5,5
2066,10,10/25/2019 0:00,6:11:00 AM,4,4
2067,9,10/24/2019 0:00,7:35:00 AM,5,5
2068,6,10/24/2019 0:00,7:56:00 AM,3,4
2069,25,10/24/2019 0:00,9:19:00 AM,5,5
2070,22,10/24/2019 0:00,11:44:00 AM,5,5
2071,9,10/24/2019 0:00,7:57:00 PM,5,5
2072,9,10/24/2019 0:00,6:15:00 AM,5,4
2073,22,10/24/2019 0:00,6:29:00 AM,4,4
2074,9,10/23/2019 0:00,5:15:00 PM,5,5
2075,8,10/23/2019 0:00,7:26:00 PM,5,4
2076,32,10/23/2019 0:00,10:03:00 PM,3,4
2077,32,10/23/2019 0:00,5:46:00 AM,5,5
2078,19,10/23/2019 0:00,8:31:00 AM,5,5
2079,31,10/23/2019 0:00,11:54:00 AM,5,5
2080,26,10/23/2019 0:00,12:38:00 PM,5,5
2081,41,10/23/2019 0:00,4:50:00 PM,5,5
2082,10,10/23/2019 0:00,4:59:00 PM,2,4
2083,19,10/22/2019 0:00,12:33:00 PM,5,5
2084,32,10/22/2019 0:00,1:03:00 PM,4,4
2085,34,10/22/2019 0:00,3:29:00 PM,5,5
2086,24,10/22/2019 0:00,5:43:00 PM,5,4
2087,2,10/22/2019 0:00,6:41:00 PM,5,4
2088,40,10/22/2019 0:00,7:52:00 PM,5,5
2089,23,10/22/2019 0:00,9:27:00 PM,5,5
2090,28,10/22/2019 0:00,6:00:00 AM,5,5
2091,40,10/22/2019 0:00,6:50:00 AM,5,5
2092,40,10/22/2019 0:00,7:00:00 AM,5,5
2093,10,10/22/2019 0:00,8:02:00 AM,4,4
2094,40,10/22/2019 0:00,8:03:00 AM,5,5
2095,8,10/22/2019 0:00,8:42:00 AM,5,1
2096,40,10/22/2019 0:00,8:48:00 AM,5,5
2097,9,10/22/2019 0:00,8:54:00 AM,5,5
2098,33,10/22/2019 0:00,9:31:00 AM,3,4
2099,40,10/22/2019 0:00,10:47:00 AM,5,5
2100,9,10/21/2019 0:00,8:55:00 AM,3,4
2101,2,10/21/2019 0:00,9:49:00 AM,4,5
2102,6,10/21/2019 0:00,11:51:00 AM,5,4
2103,9,10/21/2019 0:00,4:03:00 PM,5,5
2104,19,10/21/2019 0:00,5:26:00 AM,4,4
2105,32,10/21/2019 0:00,6:15:00 AM,4,4
2106,43,10/21/2019 0:00,8:19:00 AM,3,3
2107,4,10/21/2019 0:00,8:31:00 AM,3,4
2108,11,10/20/2019 0:00,2:06:00 AM,5,5
2109,26,10/20/2019 0:00,9:23:00 AM,5,5
2110,28,10/20/2019 0:00,9:33:00 AM,4,4
2111,24,10/20/2019 0:00,4:27:00 PM,5,5
2112,9,10/20/2019 0:00,6:35:00 PM,5,5
2113,19,10/19/2019 0:00,5:57:00 AM,5,5
2114,10,10/19/2019 0:00,7:24:00 AM,5,5
2115,9,10/19/2019 0:00,7:17:00 AM,5,5
2116,23,10/19/2019 0:00,8:36:00 AM,5,5
2117,9,10/19/2019 0:00,9:21:00 AM,5,5
2118,8,10/19/2019 0:00,10:12:00 AM,5,5
2119,20,10/19/2019 0:00,2:45:00 PM,5,5
2120,13,10/19/2019 0:00,3:02:00 PM,5,4
2121,24,10/19/2019 0:00,6:33:00 PM,3,4
2122,26,10/19/2019 0:00,8:23:00 PM,5,4
2123,40,10/18/2019 0:00,6:21:00 AM,4,4
2124,42,10/18/2019 0:00,6:41:00 AM,5,4
2125,13,10/18/2019 0:00,6:45:00 AM,5,4
2126,28,10/18/2019 0:00,7:10:00 AM,5,5
2127,9,10/18/2019 0:00,8:09:00 AM,5,5
2128,43,10/18/2019 0:00,8:33:00 AM,4,4
2129,13,10/18/2019 0:00,10:07:00 AM,5,5
2130,31,10/18/2019 0:00,10:06:00 AM,3,3
2131,23,10/18/2019 0:00,5:03:00 PM,5,4
2132,1,10/18/2019 0:00,7:12:00 PM,3,3
2133,10,10/17/2019 0:00,6:50:00 AM,4,4
2134,28,10/17/2019 0:00,7:09:00 AM,4,4
2135,9,10/17/2019 0:00,7:21:00 AM,5,5
2136,12,10/17/2019 0:00,8:37:00 AM,5,5
2137,19,10/17/2019 0:00,8:52:00 AM,4,3
2138,9,10/17/2019 0:00,10:11:00 AM,5,5
2139,9,10/17/2019 0:00,2:12:00 PM,4,4
2140,19,10/17/2019 0:00,3:00:00 PM,5,5
2141,40,10/17/2019 0:00,3:40:00 PM,4,4
2142,31,10/17/2019 0:00,6:30:00 PM,4,4
2143,11,10/17/2019 0:00,7:39:00 PM,4,3
2144,1,10/17/2019 0:00,8:10:00 PM,5,5
2145,26,10/17/2019 0:00,3:08:00 AM,4,4
2146,26,10/16/2019 0:00,5:45:00 AM,4,4
2147,31,10/16/2019 0:00,6:53:00 AM,4,4
2148,17,10/16/2019 0:00,8:17:00 AM,3,4
2149,6,10/16/2019 0:00,8:36:00 AM,5,5
2150,17,10/15/2019 0:00,5:27:00 AM,5,5
2151,9,10/15/2019 0:00,5:27:00 AM,4,4
2152,35,10/15/2019 0:00,5:45:00 AM,5,5
2153,1,10/15/2019 0:00,5:33:00 AM,5,5
2154,31,10/15/2019 0:00,6:12:00 AM,5,5
2155,9,10/15/2019 0:00,6:17:00 AM,5,5
2156,23,10/15/2019 0:00,6:18:00 AM,5,5
2157,4,10/15/2019 0:00,7:47:00 AM,5,5
2158,6,10/15/2019 0:00,8:56:00 AM,4,4
2159,19,10/15/2019 0:00,10:04:00 AM,5,5
2160,23,10/15/2019 0:00,12:08:00 PM,4,4
2161,1,10/15/2019 0:00,12:23:00 PM,5,5
2162,42,10/15/2019 0:00,2:45:00 PM,4,4
2163,28,10/15/2019 0:00,7:31:00 PM,5,5
2164,9,10/15/2019 0:00,9:25:00 PM,5,5
2165,2,10/14/2019 0:00,6:05:00 AM,5,5
2166,31,10/14/2019 0:00,6:46:00 AM,5,5
2167,1,10/14/2019 0:00,7:30:00 AM,5,4
2168,32,10/14/2019 0:00,3:20:00 PM,5,5
2169,2,10/14/2019 0:00,4:45:00 PM,5,5
2170,3,10/13/2019 0:00,2:11:00 PM,5,5
2171,11,10/13/2019 0:00,4:55:00 PM,5,5
2172,9,10/13/2019 0:00,6:09:00 PM,5,5
2173,26,10/13/2019 0:00,9:07:00 PM,5,5
2174,31,10/12/2019 0:00,11:34:00 AM,5,5
2175,31,10/12/2019 0:00,11:45:00 AM,4,4
2176,2,10/12/2019 0:00,4:54:00 PM,4,4
2177,30,10/12/2019 0:00,10:44:00 PM,5,4
2178,2,10/11/2019 0:00,6:43:00 AM,5,5
2179,9,10/11/2019 0:00,7:39:00 AM,4,4
2180,26,10/11/2019 0:00,7:45:00 AM,5,5
2181,1,10/11/2019 0:00,7:54:00 AM,4,4
2182,9,10/11/2019 0:00,8:12:00 AM,5,5
2183,31,10/11/2019 0:00,9:30:00 AM,5,5
2184,9,10/11/2019 0:00,9:51:00 AM,5,5
2185,26,10/11/2019 0:00,5:32:00 PM,3,4
2186,3,10/11/2019 0:00,6:40:00 PM,4,4
2187,31,10/10/2019 0:00,6:41:00 AM,5,5
2188,43,10/10/2019 0:00,6:42:00 AM,4,4
2189,17,10/10/2019 0:00,6:48:00 AM,4,4
2190,8,10/10/2019 0:00,7:53:00 AM,3,4
2191,32,10/10/2019 0:00,8:23:00 AM,4,4
2192,33,10/10/2019 0:00,9:18:00 AM,5,5
2193,40,10/10/2019 0:00,12:15:00 PM,3,3
2194,17,10/10/2019 0:00,12:32:00 PM,5,5
2195,25,10/10/2019 0:00,1:27:00 PM,3,3
2196,28,10/10/2019 0:00,3:07:00 PM,5,5
2197,6,10/10/2019 0:00,6:58:00 PM,5,4
2198,43,10/9/2019 0:00,5:13:00 AM,5,5
2199,29,10/9/2019 0:00,5:45:00 AM,5,5
2200,9,10/9/2019 0:00,5:56:00 AM,5,5
2201,8,10/9/2019 0:00,6:08:00 AM,4,5
2202,22,10/9/2019 0:00,6:20:00 AM,5,5
2203,23,10/9/2019 0:00,7:02:00 AM,4,3
2204,10,10/9/2019 0:00,7:04:00 AM,5,5
2205,19,10/9/2019 0:00,7:22:00 AM,5,5
2206,22,10/9/2019 0:00,7:36:00 AM,5,5
2207,9,10/9/2019 0:00,8:28:00 AM,5,4
2208,9,10/9/2019 0:00,8:48:00 AM,5,5
2209,40,10/9/2019 0:00,8:54:00 AM,4,4
2210,32,10/9/2019 0:00,9:43:00 AM,4,5
2211,28,10/9/2019 0:00,3:02:00 PM,4,4
2212,9,10/8/2019 0:00,5:20:00 AM,4,4
2213,9,10/8/2019 0:00,5:39:00 AM,5,5
2214,4,10/8/2019 0:00,6:00:00 AM,5,5
2215,32,10/8/2019 0:00,6:29:00 AM,5,5
2216,23,10/8/2019 0:00,7:39:00 AM,4,4
2217,22,10/8/2019 0:00,8:48:00 AM,5,5
2218,12,10/8/2019 0:00,8:57:00 AM,4,4
2219,43,10/8/2019 0:00,9:05:00 AM,5,4
2220,43,10/8/2019 0:00,9:27:00 AM,5,5
2221,4,10/8/2019 0:00,9:33:00 AM,5,4
2222,27,10/8/2019 0:00,9:01:00 AM,3,4
2223,31,10/8/2019 0:00,4:10:00 PM,4,4
2224,22,10/8/2019 0:00,5:29:00 PM,5,5
2225,27,10/8/2019 0:00,5:42:00 PM,5,5
2226,2,10/8/2019 0:00,7:57:00 PM,5,5
2227,23,10/8/2019 0:00,8:13:00 PM,5,4
2228,40,10/8/2019 0:00,11:18:00 PM,5,5
2229,42,10/7/2019 0:00,6:51:00 AM,5,5
2230,34,10/7/2019 0:00,7:17:00 AM,5,5
2231,9,10/7/2019 0:00,7:21:00 AM,5,5
2232,25,10/7/2019 0:00,9:37:00 AM,3,3
2233,27,10/7/2019 0:00,11:11:00 AM,5,5
2234,32,10/7/2019 0:00,2:29:00 PM,4,4
2235,25,10/7/2019 0:00,10:06:00 PM,4,4
2236,15,10/7/2019 0:00,10:45:00 PM,5,5
2237,40,10/6/2019 0:00,5:06:00 AM,5,5
2238,43,10/6/2019 0:00,6:19:00 AM,4,4
2239,31,10/6/2019 0:00,9:28:00 AM,4,5
2240,32,10/6/2019 0:00,12:38:00 PM,5,4
2241,31,10/6/2019 0:00,1:41:00 PM,5,4
2242,9,10/6/2019 0:00,3:03:00 PM,5,5
2243,28,10/6/2019 0:00,6:11:00 PM,5,5
2244,13,10/6/2019 0:00,7:18:00 PM,5,5
2245,9,10/5/2019 0:00,8:43:00 AM,5,5
2246,19,10/5/2019 0:00,9:35:00 AM,5,5
2247,40,10/5/2019 0:00,9:45:00 AM,5,5
2248,9,10/5/2019 0:00,11:43:00 AM,5,5
2249,25,10/5/2019 0:00,12:35:00 PM,5,5
2250,32,10/5/2019 0:00,3:41:00 AM,4,4
2251,23,10/5/2019 0:00,5:26:00 AM,4,4
2252,1,10/5/2019 0:00,6:43:00 AM,5,5
2253,40,10/5/2019 0:00,6:59:00 AM,5,5
2254,3,10/5/2019 0:00,7:51:00 AM,5,5
2255,23,10/5/2019 0:00,8:24:00 AM,3,3
2256,19,10/4/2019 0:00,9:26:00 AM,5,4
2257,31,10/4/2019 0:00,9:48:00 AM,5,5
2258,9,10/4/2019 0:00,12:55:00 PM,5,4
2259,31,10/4/2019 0:00,1:16:00 PM,5,5
2260,25,10/4/2019 0:00,6:15:00 PM,5,3
2261,9,10/4/2019 0:00,9:14:00 PM,5,5
2262,26,10/4/2019 0:00,4:14:00 AM,5,5
2263,24,10/4/2019 0:00,5:22:00 AM,5,5
2264,20,10/4/2019 0:00,7:16:00 AM,5,5
2265,31,10/4/2019 0:00,7:18:00 AM,5,5
2266,22,10/4/2019 0:00,7:36:00 AM,4,5
2267,9,10/3/2019 0:00,2:33:00 PM,5,4
2268,9,10/3/2019 0:00,5:33:00 AM,4,4
2269,32,10/3/2019 0:00,6:31:00 AM,3,3
2270,22,10/3/2019 0:00,8:02:00 AM,5,5
2271,25,10/3/2019 0:00,8:18:00 AM,4,4
2272,40,10/3/2019 0:00,8:22:00 AM,4,5
2273,32,10/2/2019 0:00,5:28:00 AM,5,4
2274,40,10/2/2019 0:00,6:41:00 AM,5,5
2275,9,10/2/2019 0:00,7:23:00 AM,5,5
2276,23,10/2/2019 0:00,7:28:00 AM,4,4
2277,28,10/2/2019 0:00,7:41:00 AM,4,3
2278,23,10/2/2019 0:00,8:45:00 AM,5,5
2279,42,10/2/2019 0:00,11:11:00 AM,5,5
2280,31,10/2/2019 0:00,3:19:00 PM,5,5
2281,8,10/2/2019 0:00,6:01:00 PM,5,5
2282,25,10/2/2019 0:00,9:04:00 PM,5,5
2283,31,10/1/2019 0:00,5:49:00 AM,5,4
2284,31,10/1/2019 0:00,6:52:00 AM,4,4
2285,31,10/1/2019 0:00,7:32:00 AM,4,3
2286,23,10/1/2019 0:00,7:44:00 AM,5,4
2287,26,10/1/2019 0:00,8:23:00 AM,5,5
2288,26,10/1/2019 0:00,9:35:00 AM,5,5
2289,40,10/1/2019 0:00,11:02:00 AM,5,4
2290,25,10/1/2019 0:00,1:17:00 PM,4,4
2291,31,10/1/2019 0:00,1:26:00 PM,5,5
2292,26,10/1/2019 0:00,2:20:00 PM,5,5
2293,9,10/1/2019 0:00,10:08:00 PM,5,5
2294,30,9/30/2019 0:00,1:05:00 PM,4,4
2295,40,9/29/2019 0:00,8:44:00 AM,4,4
2296,31,9/28/2019 0:00,12:43:00 PM,4,4
2297,31,9/28/2019 0:00,2:10:00 PM,4,4
2298,40,9/28/2019 0:00,6:30:00 PM,5,5
2299,3,9/28/2019 0:00,8:00:00 PM,5,5
2300,19,9/28/2019 0:00,6:26:00 AM,5,5
2301,2,9/28/2019 0:00,6:53:00 AM,5,5
2302,20,9/28/2019 0:00,7:14:00 AM,5,5
2303,35,9/28/2019 0:00,7:11:00 AM,5,4
2304,9,9/28/2019 0:00,8:16:00 AM,4,4
2305,43,9/28/2019 0:00,9:03:00 AM,5,5
2306,25,9/28/2019 0:00,9:19:00 AM,5,5
2307,40,9/28/2019 0:00,10:28:00 AM,5,5
2308,27,9/27/2019 0:00,6:10:00 AM,5,5
2309,30,9/27/2019 0:00,6:46:00 AM,5,5
2310,23,9/27/2019 0:00,7:08:00 AM,5,5
2311,26,9/27/2019 0:00,7:14:00 AM,5,4
2312,19,9/27/2019 0:00,7:24:00 AM,5,5
2313,9,9/27/2019 0:00,7:23:00 AM,5,5
2314,40,9/27/2019 0:00,10:44:00 AM,5,5
2315,9,9/27/2019 0:00,11:33:00 AM,5,5
2316,32,9/27/2019 0:00,12:49:00 PM,5,5
2317,42,9/26/2019 0:00,6:55:00 AM,3,4
2318,32,9/26/2019 0:00,7:15:00 AM,5,5
2319,2,9/26/2019 0:00,8:22:00 AM,5,5
2320,25,9/26/2019 0:00,12:43:00 PM,5,5
2321,9,9/26/2019 0:00,8:07:00 PM,4,4
2322,9,9/25/2019 0:00,5:51:00 AM,5,4
2323,43,9/25/2019 0:00,6:02:00 AM,2,3
2324,19,9/25/2019 0:00,6:05:00 AM,5,5
2325,2,9/25/2019 0:00,7:54:00 AM,5,4
2326,32,9/25/2019 0:00,9:02:00 AM,5,5
2327,32,9/25/2019 0:00,2:50:00 PM,5,5
2328,25,9/25/2019 0:00,5:07:00 PM,5,5
2329,2,9/24/2019 0:00,5:24:00 AM,5,5
2330,40,9/24/2019 0:00,7:50:00 AM,3,4
2331,2,9/24/2019 0:00,9:46:00 AM,5,4
2332,3,9/24/2019 0:00,10:47:00 AM,4,4
2333,17,9/24/2019 0:00,12:08:00 PM,5,5
2334,23,9/24/2019 0:00,6:23:00 PM,5,5
2335,19,9/23/2019 0:00,11:20:00 AM,5,5
2336,43,9/23/2019 0:00,10:50:00 PM,4,4
2337,35,9/22/2019 0:00,8:28:00 AM,4,4
2338,15,9/22/2019 0:00,5:27:00 PM,5,4
2339,9,9/22/2019 0:00,8:12:00 PM,3,3
2340,31,9/22/2019 0:00,10:28:00 PM,5,5
2341,9,9/21/2019 0:00,5:22:00 AM,5,5
2342,23,9/21/2019 0:00,5:34:00 AM,5,5
2343,10,9/21/2019 0:00,5:43:00 AM,5,5
2344,9,9/21/2019 0:00,6:13:00 AM,4,4
2345,23,9/21/2019 0:00,8:37:00 AM,5,5
2346,5,9/21/2019 0:00,6:58:00 PM,5,5
2347,31,9/21/2019 0:00,8:14:00 PM,5,5
2348,23,9/21/2019 0:00,9:14:00 PM,5,5
2349,32,9/21/2019 0:00,9:16:00 PM,5,5
2350,9,9/21/2019 0:00,5:14:00 AM,4,4
2351,9,9/20/2019 0:00,5:26:00 AM,5,5
2352,40,9/20/2019 0:00,5:55:00 AM,5,5
2353,32,9/20/2019 0:00,6:36:00 AM,5,5
2354,32,9/20/2019 0:00,7:29:00 AM,5,5
2355,22,9/20/2019 0:00,1:50:00 PM,5,5
2356,18,9/20/2019 0:00,3:59:00 PM,5,4
2357,12,9/20/2019 0:00,5:14:00 PM,4,4
2358,9,9/19/2019 0:00,5:53:00 AM,4,4
2359,27,9/19/2019 0:00,6:18:00 AM,5,5
2360,32,9/19/2019 0:00,7:09:00 AM,5,5
2361,32,9/19/2019 0:00,7:57:00 AM,5,5
2362,28,9/19/2019 0:00,11:17:00 AM,5,5
2363,26,9/19/2019 0:00,3:56:00 PM,5,5
2364,32,9/19/2019 0:00,4:25:00 PM,4,4
2365,42,9/19/2019 0:00,9:17:00 PM,4,4
2366,11,9/18/2019 0:00,11:50:00 AM,5,5
2367,3,9/18/2019 0:00,12:02:00 PM,5,5
2368,9,9/18/2019 0:00,1:00:00 PM,5,4
2369,7,9/18/2019 0:00,2:21:00 PM,5,5
2370,7,9/18/2019 0:00,4:00:00 PM,5,5
2371,17,9/18/2019 0:00,4:41:00 PM,3,4
2372,9,9/18/2019 0:00,8:23:00 PM,5,5
2373,13,9/18/2019 0:00,9:07:00 PM,5,5
2374,19,9/18/2019 0:00,7:44:00 AM,5,5
2375,35,9/18/2019 0:00,7:51:00 AM,3,4
2376,33,9/18/2019 0:00,7:52:00 AM,2,3
2377,9,9/18/2019 0:00,8:07:00 AM,4,4
2378,31,9/18/2019 0:00,8:31:00 AM,5,5
2379,24,9/18/2019 0:00,8:52:00 AM,2,1
2380,2,9/18/2019 0:00,9:05:00 AM,5,4
2381,31,9/18/2019 0:00,7:35:00 AM,5,5
2382,2,9/17/2019 0:00,4:45:00 PM,4,4
2383,18,9/17/2019 0:00,6:22:00 PM,5,5
2384,22,9/17/2019 0:00,5:34:00 AM,3,2
2385,23,9/17/2019 0:00,7:04:00 AM,5,5
2386,34,9/17/2019 0:00,7:11:00 AM,5,5
2387,40,9/17/2019 0:00,7:12:00 AM,5,5
2388,32,9/17/2019 0:00,9:55:00 AM,5,5
2389,1,9/16/2019 0:00,4:49:00 PM,5,5
2390,37,9/16/2019 0:00,8:32:00 PM,5,5
2391,19,9/16/2019 0:00,7:24:00 AM,5,4
2392,23,9/16/2019 0:00,10:51:00 AM,5,5
2393,35,9/16/2019 0:00,3:09:00 PM,4,4
2394,31,9/16/2019 0:00,3:46:00 PM,4,5
2395,9,9/15/2019 0:00,8:23:00 AM,1,2
2396,40,9/15/2019 0:00,9:09:00 AM,5,5
2397,9,9/15/2019 0:00,1:16:00 PM,5,5
2398,29,9/15/2019 0:00,3:55:00 PM,5,5
2399,9,9/15/2019 0:00,5:35:00 PM,5,4
2400,9,9/14/2019 0:00,3:45:00 PM,5,4
2401,28,9/14/2019 0:00,4:10:00 PM,5,5
2402,6,9/14/2019 0:00,6:30:00 AM,5,5
2403,9,9/14/2019 0:00,7:25:00 AM,5,5
2404,31,9/14/2019 0:00,8:42:00 AM,5,5
2405,25,9/14/2019 0:00,10:18:00 AM,5,5
2406,17,9/14/2019 0:00,10:26:00 AM,5,5
2407,22,9/14/2019 0:00,10:46:00 AM,5,5
2408,4,9/14/2019 0:00,12:48:00 PM,5,5
2409,18,9/14/2019 0:00,1:43:00 PM,5,5
2410,25,9/13/2019 0:00,12:46:00 PM,2,4
2411,9,9/13/2019 0:00,1:07:00 PM,4,4
2412,2,9/13/2019 0:00,2:55:00 PM,5,5
2413,20,9/13/2019 0:00,3:15:00 PM,5,5
2414,5,9/13/2019 0:00,6:54:00 AM,5,5
2415,9,9/13/2019 0:00,7:18:00 AM,5,5
2416,2,9/13/2019 0:00,8:41:00 AM,5,5
2417,31,9/13/2019 0:00,10:23:00 AM,5,5
2418,9,9/12/2019 0:00,10:40:00 AM,5,4
2419,20,9/12/2019 0:00,11:02:00 AM,4,4
2420,9,9/12/2019 0:00,7:45:00 PM,4,4
2421,19,9/12/2019 0:00,6:00:00 AM,3,3
2422,40,9/12/2019 0:00,6:01:00 AM,5,5
2423,18,9/12/2019 0:00,7:13:00 AM,4,5
2424,31,9/12/2019 0:00,7:17:00 AM,5,5
2425,32,9/12/2019 0:00,7:28:00 AM,5,5
2426,23,9/11/2019 0:00,5:48:00 AM,5,3
2427,26,9/11/2019 0:00,6:07:00 AM,5,5
2428,9,9/11/2019 0:00,6:24:00 AM,5,5
